brand,year_of_manufacture,age,repair_status,problem,fault_type
Samsung,2018,3,Repairable,Can`t connect to wifi.,Other damage
Samsung,2016,5,Repairable,Battery not working propperly.,Battery issues
Samsung,2016,5,Repairable,Screen cracked.,Display issues
Apple,2017,4,Repairable,Sidebar stopped working.,Other damage
Apple,2017,4,Repairable,Need a new battery.,Battery
Apple,2021,0.5,Repairable,Cracked screen.,Screen damage
Apple,2015,6,Repairable,Not charging. Cleaned charging port from debris and rubbed with alcohol.,Battery
Samsung,2017,4,Repairable,Solder on the board. It's a micro weld.,Battery issues
Samsung,unknown,unknown,End of life,Not switching on.,Battery issues
Samsung,2016,5,End of life,Too many problems and screen totally black.,Display issues
Apple,unknown,unknown,Repairable,iPhone. Fixed.,Other damage
Apple,unknown,unknown,Repairable,Not charging easily. Not sure if repair was successful. Not charging is not due to connection.,Battery
Samsung,2020,1,Repairable,"The mobile phone showed notices of no space left for processing - it was 95% full, but 50% of it was ""unknown"". 10% extra was cleared by the Restarter, but more work is needed to clear the space. With 85% disc space taken, the phone had a bit more processing speed. The participant said they've learned a lot and were thankful for the suggestions on further actions possible.",Other damage
Samsung,2011,10,Repairable,Cant get internet access. Advised to do factory reset. and re-install applications. Wanted to check everything backed up before doing this.,Other damage
Samsung,2018,3,Repairable,Screen replacement.,Display issues
Apple,2016,5,Repairable,User reported intermittent problems playing videos even when 4G signal is good. Checked memory usage and apps. All sw is updated. Played video. No fault found. Advised to use Wi-fi where possible.,Other damage
Samsung,2016,5,End of life,Replacement screen 1800SEK.,Display issues
Apple,2015,6,Repairable,spare screen 300SEK.,Screen damage
Samsung,2017,4,Repairable,Need a new screen.,Battery issues
Samsung,2020,2,Repairable,"Insulation tape frayed, fixed with tape.",Other damage
Apple,2020,2,Repairable,"Screen coming off front, needs unscrewing at bottom and replacing.",Screen damage
Apple,2020,2,Repairable,Sign in required.,Other damage
Apple,2020,2,Repairable,Sign in required.,Other damage
Samsung,2019,3,End of life,"The mobile was not turning on, but we had no means of opening it to diagnose the issue. The owner did not speak much English, so it was difficult to engage.",Battery issues
Apple,2014,8,Repairable,Needs new battery.,Battery
Samsung,2019,3,Repairable,Needs new screen.,Display issues
Samsung,2018,4,Repairable,Needs new battery.,Battery issues
Apple,2018,3.5,Repairable,Needs new button.,Other damage
Apple,unknown,unknown,Repairable,Change the camera.,Rear camera damage
Apple,2018,4,Repairable,Charge connector damaged on phone. User has second non-working phone and was looking to swap connectors. We did not have the means to unglue the cases or do the SM soldering at this session. User will find another repair session where help might be available.,Screen damage
Apple,2019,3,Repairable,Broken Screen.,Screen damage
Apple,2020,2,Repairable,broken Screen.,Screen damage
Apple,2019,3,Repairable,cracked screen.,Screen damage
Apple,2018,4,Repairable,Cracked screen.,Screen damage
Apple,2018,4,Repairable,Cracked screen.,Screen damage
Apple,2021,1,Repairable,Cracked screen.,Screen damage
Apple,2019,3,Repairable,Cracked Screen.,Screen damage
Apple,2016,6,Unknown,broken cable.,Other damage
Apple,2020,2,Repairable,broken window.,Screen damage
Apple,2020,2,Repairable,"When I place a call the screen goes black and I can't hang up, thank you for this great initiative,",Screen damage
Apple,unknown,unknown,Repairable,The screen broadcasts bright lighting making it impossible to use the phone. We won't repair iPhones that still work.,Screen damage
Samsung,2019,3,Repairable,Has taken on water: no longer lights up. Lack of equipment to open the mobile phone.,Other damage
Samsung,2018,4.5,Repairable,Specific tools not present: heat gun.,Other damage
Samsung,unknown,unknown,Repairable,Screen to be replaced.,Display issues
Samsung,2020,2,Repairable,No power. Couldn't open.,Battery issues
Samsung,2022,0.2,Repairable,Screen smashed. Advice given. Owner had expensive quote from manufacturer.,Display issues
Apple,2017,5,Repairable,Battery to be replaced.,Battery
Apple,2015,7,Repairable,"Home button no longer working. Replaced with a new home button, understands that fingerprint recognition now no longer works.",Other damage
Apple,2016,6,Repairable,Won't recognise SIM card. added a screw onto mainboard.,Other damage
Apple,2017,5,Repairable,Camera lens to change – see specialist for tools.,Battery
Samsung,2014,8,Repairable,Solder some connections.,Other damage
Apple,2016,6,Repairable,Changed the battery.,Battery
Apple,unknown,unknown,Repairable,Charger connection.,Other damage
Samsung,2017,5,Repairable,WhatsApp not updating. Google Play updates not working. Cleared cache and tested. Working now.,Other damage
Samsung,2019,3,Repairable,Cracked screen. owner was advised to takeit to a specialist phone repair shop. Suggested owner looks in the Restart Repair Director for a suitable shop.,Display issues
Samsung,unknown,unknown,End of life,No longer lights up.,Other damage
Samsung,2018,3,Repairable,Screen broken.,Display issues
Samsung,2017,5,Repairable,Cracked Screen/ new parts being ordered by owner and will be repaired themselves.,Display issues
Samsung,2017,5,Repairable,Cracked Screen/ advised how to DIY and spare parts needed.,Display issues
Samsung,unknown,unknown,Repairable,Broken Display.,Display issues
Apple,unknown,unknown,Repairable,"""loose"" touch id.",Screen damage
Samsung,2020,2,Repairable,"After falling, the phone rings and vibrates, but the screen no longer turns on. The screen had already been replaced after a previous breakage. Attempting to disassemble the back cover. The two short sides are blocked. Advice to come to RC Confluence.",Display issues
Samsung,2019,3,Repairable,Screen needs replacing.,Display issues
Apple,unknown,unknown,Repairable,problem configuring settings.,Other damage
Apple,unknown,unknown,Repairable,window broken. came with a new window.,Screen damage
Samsung,2019,3,Repairable,The phone does not turn on > press the ON button simultaneously and vol-,Battery issues
Apple,2016,6,Repairable,"The owner wanted to learn to take apart the phone, so he could replace the screen himself. The owner was really keen to learn how to disassemble and reassemble the phone.",Screen damage
Samsung,unknown,unknown,End of life,charger port broken.,Charge port issue
Samsung,unknown,unknown,Repairable,broken display only.,Display issues
Samsung,2017,5,Repairable,Icons doubled.,Other damage
Apple,2018,3.5,Repairable,Smashed screen.,Screen damage
Apple,unknown,unknown,Repairable,Line on screen. New screen.,Screen damage
Apple,unknown,unknown,Repairable,Doesn't turn on. Water damage.,Other damage
Apple,2018,4,Repairable,Crushed screen.,Screen damage
Samsung,2013,9,Repairable,Crushed screen.,Display issues
Samsung,2015,7,Repairable,"It was corrupted all the apps not working, it couldn't load any app or browser. we did factory reset and we fix it.",Other damage
Samsung,2019,3,Repairable,"The storage is full and she cannot do anymore photos. we explain her how to empty her phone, we dis-selected the auto download on whatsapp because she has 700 videos, and we we explain her how to empty her phone, wee dis-selected the auto download on whats app because she has 700 videos, and we recommended her to see a video tutorial for move her files into the computer to see a video tutorial for move her files into the computer.",Other damage
Apple,2017,5,Repairable,Motherboard is dead.,Other damage
Apple,2021,1,Repairable,Not starting.,Other damage
Samsung,2019,3,Repairable,broken screen. The person must return with a new screen to be able to make the replacement.,Display issues
Apple,2020,2,Repairable,Rear glass needed replacement. Owner had purchased replacement parts. The repair would take apprx 2hrs which was too long for the event.,Screen damage
Samsung,unknown,unknown,Repairable,Doc problem.,Other damage
Samsung,2014,8,Repairable,"issue with apps, they have some failing sometimes or they couldn't load properly. we cleared the phone from not used memory and updated with the latest version of all the apps, everything is working now.",Other damage
Apple,unknown,unknown,Repairable,Not staying charged. Needs new battery.,Battery
apple,unknown,unknown,Repairable,defective touchid.,Battery
Apple,unknown,unknown,End of life,Loses his information.,Other damage
Samsung,unknown,unknown,Repairable,Charging problem. Placed connector + magnetic cable.,Other damage
Samsung,unknown,unknown,Repairable,Battery changed.,Battery issues
Samsung,2022,1,Repairable,"The device owner's dog had chewed the corner of the phone, damaging the screen. Restarter helped them find a replacement part and order it.",Display issues
Apple,2019,4,Repairable,not charging after new battery fitted - advised to visit Apple store.,Battery
Apple,unknown,unknown,Repairable,Replacement screen needed as it was unclear. Use the repair directory.,Screen damage
Samsung,unknown,unknown,Repairable,Default settings.,Other damage
apple,unknown,unknown,Repairable,only glass film was broken.,Screen damage
Samsung,unknown,unknown,Repairable,broken display.,Display issues
Samsung,unknown,unknown,Repairable,The visitor wants to transfer data from his smartphone to an external hard drive. Solved: files transferred.,Other damage
Samsung,2016,7,Repairable,Broken screen - Advice given.,Display issues
Apple,2023,0.5,Repairable,Touch screen not working. Changed the battery. Display F/w needs to reset.Advised customer to try to reset the DFU mode at home. If it is not success asked to bring back to try with us.,Screen damage
Samsung,2018,5,Repairable,applications to uninstall + clean RAM.,Other damage
Samsung,2018,5,Repairable,Owner given advice. Could not receive or make calls.,Other damage
Apple,2013,10,Repairable,Broken screen.,Screen damage
Apple,unknown,unknown,End of life,replacement batt Impossible.,Screen damage
apple,unknown,unknown,Unknown,screen smashed. replaced screen.,Screen damage
Samsung,2018,5,End of life,White screen.,Display issues
Apple,unknown,unknown,Repairable,Data transfer.,Other damage
Samsung,2013,10,Repairable,"User said not working No fault found, worked OK User error.",Other damage
Apple,2013,10,Repairable,User said not working No fault found User error.,Other damage
Samsung,2018,5,Repairable,Phone ok. Case broken - customer to buy new case.,Display issues
Apple,2020,3,Repairable,"Not sure about repairability, needs more time.",Other damage
Apple,2020,3,End of life,Charger cable broken near plug. Not repairable. Recycle and replace.,Other damage
Samsung,unknown,unknown,Repairable,The charging port input is no longer active: the two bent connector tabs must be replaced.,Other damage
Apple,2013,10,Repairable,Not charging. New battery required.,Battery
Samsung,unknown,unknown,Repairable,No life. pointe screwdriver-capable owner at ifixit.com.,Battery issues
Samsung,unknown,unknown,Repairable,Charging point not working.,Other damage
Samsung,2021,2,Repairable,user complaining of device being slow. cleared cache.,Other damage
Apple,unknown,unknown,Repairable,iPhone with cracked screen for replacement. Recommended parts to owner.,Screen damage
Apple,unknown,unknown,Repairable,Software issue with phone keypad.,Other damage
Samsung,unknown,unknown,Repairable,"data to be removed and set back to factory settings one done, one for next month.",Other damage
Apple,2019,4,Repairable,Face ID componentry broken (requires micro-soldering to fix).,Other damage
Apple,2015,8,End of life,Battery expanded. Battery removed safely.,Battery
Apple,2015,8,End of life,Battery expanded. Battery removed safely.,Battery
Apple,2016,7,Repairable,"Owner had battery professionally replaced 3 months ago, no now longer charging. Risky and long repair so will get professional help.",Battery
Samsung,unknown,unknown,Repairable,Broken screen. Not clear whether screen repair would resolve issue.,Display issues
Apple,2022,1,Repairable,Wont turn on.,Other damage
Samsung,unknown,unknown,Repairable,Android phone not booting. Suggest replacing battery available on ebay.,Battery issues
Apple,2019,4,Repairable,Lightening cable faulty. Advised customer to buy a new cable.,Other damage
Apple,unknown,unknown,Repairable,New battery required.,Battery
Samsung,2011,12,Repairable,"Not sure, needs charging cable.",Battery issues
Apple,2017,6,Repairable,iPhone problem with removing apps. Turned off chrome notifications.,Other damage
Apple,2015,7,Repairable,Has cracks.,Other damage
Apple,unknown,unknown,Repairable,Very broken and falling apart. Front sensor needs to be replaced. Battery removed as it is dangerous.,Screen damage
Samsung,unknown,unknown,Repairable,no battery.,Battery issues
Apple,2018,5,Repairable,Battery replacement.,Battery
Samsung,2019,4,End of life,One battery dead another bulging and unsafe. Charger faulty.,Battery issues
Samsung,2021,2,Repairable,Suspected virus in SD card. Took out SD card and system reset.,Other damage
Samsung,2018,5,Repairable,Not charging.,Charge port issue
Samsung,2018,5,Repairable,"Screen break, turns on to a white screen.",Display issues
Samsung,2015,8,Repairable,"When charging gives a message ""water present in charging port"" Foreign object found in charge port. Cleaned the charge port. Now working. Repairability- 2- Easy.",Other damage
Apple,unknown,unknown,Repairable,Mobile cleaning and service.,Other damage
Apple,unknown,unknown,Repairable,mobile service and cleaning.,Other damage
Samsung,2019,4,Repairable,Back is cracked. Can be replaced. Visitor directed towards replacement parts website.,Other damage
Samsung,2020,3,Repairable,Need to clean the inside of telephone. aplly new rubber glue.,Other damage
Samsung,unknown,unknown,Repairable,Display replaced.,Display issues
Samsung,unknown,unknown,Repairable,Managed to realign charging port (USB-C) and charged phone enough to turn it on. Discussed options for transferring data to another phone or laptop.,Other damage
Apple,2020,3,Repairable,"Loose screen, battery must be replaced.",Screen damage
Apple,2021,2,Repairable,"broken charger plug in port, Port must be replaced.",Other damage
Samsung,unknown,unknown,Repairable,needs to replace the camera.,Display issues
Apple,unknown,unknown,Repairable,Phone had issues with network access. Restored settings and device operated as expected.,Other damage
Apple,2019,4,Repairable,screen panel replace everything works fine.,Screen damage
samsung,2020,3,Repairable,application whatsapp.,Other damage
Apple,unknown,unknown,Repairable,"The screen is smashed, ink has covered the screen. The audio has been muffled. Needs new screen.",Screen damage
Apple,2014,10,Repairable,Replacement of the fingerprint reader.,Screen damage
Samsung,2020,4,Repairable,The USB-C connector no longer works.,Other damage
Samsung,2022,2,Repairable,Cleaning the ignition buttons!,Display issues
Samsung,2021,2,End of life,does not charge.,Battery issues
Samsung,unknown,unknown,Repairable,Won't boot.,Other damage
Apple,2022,2,Repairable,The screen connection is faulty.,Screen damage
samsung,2020,4,End of life,HS screen.,Screen damage
Apple,2021,2,Repairable,Dropped it once.,Other damage
Apple,unknown,unknown,Repairable,Cleaned.,Other damage
Samsung,2022,2,Repairable,Not working but does charge. Checked phone. Screen is damaged but the phone works. Seek professional help. Repairability-10- difficult.,Display issues
Apple,2021,3,Repairable,Low battery capacity. Needs to be replaced. New battery installed.,Battery
Apple,2010,13,Repairable,Dirty connector? Battery to replace?,Battery
Samsung,2014,10,Repairable,Samsung and HTC phones cleared for recycling.,Other damage
Samsung,2013,11,End of life,Software update not available.,Other damage
Apple,unknown,unknown,Repairable,Locked on iCloud services.,Other damage
Samsung,2010,14,End of life,Phone only had capacity for 2/3G. Most likely receiving poor signal due to decommission of tower in January / limited availability of network.,Other damage
Apple,2019,5,Repairable,"Charging point blocked. Got a part; needs help opening. Taken apart; hopes to finish at home, needs to get crosshead 000 screwdriver.",Other damage
Apple,2020,4,Repairable,Fault traced to USB charger. Phone OK. Will buy new charger.,Other damage
Apple,unknown,unknown,Repairable,Broken screen after dropping. Advised to take to phone repair shop locally. Fixable with replacement parts.,Screen damage
Samsung,2018,6,Repairable,"Phone does not work despite replacing battery. Unable to identify the fault, provided advice.",Battery issues
Apple,unknown,unknown,End of life,Home button not working. It also turned out that the cover was ripped off in one place. Customer left us the phone to practice on.,Other damage
Apple,2022,2,Repairable,The GSM no longer charges. He must order a battery to do a charging test. He must control the screen the defective connection cable.,Battery
Samsung,2020,4,Repairable,Reassembled the GSM and everything works again.,Other damage
Apple,2022,2,Repairable,"SIM card stuck. Removed it, and trimmed it to prevent recurrence.",Other damage
Samsung,unknown,unknown,Repairable,Could not access brightness control.,Other damage
Apple,2018,6,End of life,Screen damaged and won't turn on. No access to internal parts. We are not equipped to replace screen.,Screen damage
Samsung,2022,2,Repairable,Connection issue to Facebook - uninstalled and reinstalled and now working.,Display issues
Samsung,2024,0.2,Repairable,Switch is intermittent. Needs professional help. Repairability-10-difficult.,Other damage
Apple,2022,2,Repairable,The GSM no longer charges. It must order a battery to do a charging test. everything works fine ;),Battery
Samsung,2022,2,Repairable,order spare part.,Display issues
Samsung,2022,2,Repairable,order spare part.,Display issues
Samsung,2022,2,Repairable,"order spare part. reassembly of the GSM with the new parts and everything works again, concentric incorrectly reassembled but problem resolved.",Display issues
Samsung,2022,2,Repairable,clear cache reinstall app.,Other damage
Apple,2020,4,Repairable,Phone calls get transferred.,Other damage
Apple,unknown,unknown,Repairable,Software issue.,Other damage
Apple,unknown,unknown,Repairable,Screen replacement.,Screen damage
Samsung,unknown,unknown,End of life,"Spare part inserted, worked briefly, but then nothing. got no effect.",Display issues
Samsung,2022,2.5,Repairable,Charging cable not engaging with phone socket. Faulty cable - needs replacing No fault on the phone.,Display issues
Apple,unknown,unknown,Repairable,Sim tray problematic Pending a phone of similar type coming in that parts can be used for.,Other damage
Samsung,unknown,unknown,Repairable,it doesn't switch on - dirty contacts in usb plug.,Battery issues
Apple,2022,2,Repairable,Broken screen.,Screen damage
Samsung,2019,5,Repairable,simcard slot wouldn't open. Used paper clip to open.,Other damage
Samsung,2022,2,Repairable,"File transfer problem between Smartphone and PC, solved via USB-C adapter.",Other damage
Samsung,2022,2,End of life,"submerged phone. the person would like to recover the photos on it. tests to continue, Pierre takes the phone.",Display issues
Samsung,2017,7,Repairable,battery replacement back cover replacement.,Battery issues
Apple,unknown,unknown,Repairable,Apple phone having a battery problem? Diagnosis: replace screen - rear battery to purchase for a future session.,Battery
Apple,2013,11,Repairable,"08 - frozen because stop button blocked. Inside, broken screws, swollen battery, impossible to open.",Battery
Apple,unknown,unknown,Repairable,"Speaker volume is low when using it as a phone. Settings checked, phone opened to check speaker. May need new speaker.",Other damage
Samsung,2017,7,Repairable,Ordered a new battery following confirmation of failure by the repair café technician.,Battery issues
Samsung,2020,4,Repairable,Rear window broken -> replaced.,Other damage
Samsung,2022,2,Repairable,no longer charges.,Other damage
Samsung,2022,2,Repairable,broken screen -> replaced.,Display issues
Samsung,2016,8,End of life,need to change screen too expensive.,Display issues
Samsung,2020,4,End of life,"Dead internal card, GSM is irreparable.",Other damage
Samsung,2020,4,End of life,Overheating. They weren't able to open it so it couldn't be repaired.,Other damage
Samsung,2021,3,Repairable,15 - inaccessible sites —> set cookie settings.,Other damage
Samsung,unknown,unknown,Repairable,"unlocked, reset.",Other damage
Apple,2019,5,End of life,Battery broken. Phone not receiving any power.,Battery
Samsung,2017,7,Repairable,Google play services keeps stopping. Have removed the old files in the system cache but needs a factory reset to resolve issue. Customer will return for this next month after checking their apps.,Other damage
Samsung,unknown,unknown,Repairable,Charger contact cleaning.,Charge port issue
Samsung,unknown,unknown,Repairable,The GSM no longer turns on and no longer charges. The charging connector is broken. You have to check with a dealer.,Battery issues
Apple,2019,5,Repairable,voice messages missed calls do not appear. Changing notification settings.,Other damage
Apple,unknown,unknown,Repairable,Google shortcut deleted. Reinstalled Google app on phone.,Battery
Samsung,2022,2,Repairable,Cable connector to change.,Display issues
Samsung,unknown,unknown,Repairable,Owner purchased new SIM card but unsure how to transfer contacts. A young volunteer helped owner and contacts transferred.,Other damage
Apple,2020,4,Repairable,Broken screen.,Screen damage
Samsung,unknown,unknown,End of life,"Dropped in water. Opened, cleaned, dried before coming to us.",Other damage
Samsung,unknown,unknown,Repairable,cleaning the usb C port.,Charge port issue
samsung,2019,5,Repairable,Must order the Dales A70.,Display issues
Samsung,2021,3,Repairable,"The screen needed to be replaced. It took an hour, it was a bit complex but it was a success.",Other damage
Samsung,unknown,unknown,Repairable,Performance issue.,Battery issues
Samsung,unknown,unknown,End of life,"No phone signal. Data connection fine, no voice. Factory reset still no fix. Recommend replacement.",Other damage
Samsung,unknown,unknown,Repairable,Call does not ring even with volume at max. Phone worked normally. Settings.,Other damage
Apple,2022,2,Repairable,have to order the slab.,Screen damage
Samsung,2016,8,Repairable,cable change.,Display issues
Apple,2021,3,Repairable,Screen not responding. Fixed with cunning trick on the buttons by Vishan.,Screen damage
Samsung,2021,3,Repairable,"Not working correctly, a bit slow. Nothing really wrongs, just an old cheap phone. Deleted a few apps, moved videos to SD card. Didn't want to do a factory reset.",Other damage
Apple,2018,6,Repairable,"Cant' turn on, unresponsive. Restarted device manually. 1. Vol up, 2. Vol down, 3. Hold power button. Device restarted and touchscreen worked.",Battery
Samsung,2021,3,Repairable,"Does not ring out. It has two sims, only one works. Blocked problematic numbers on WhatsApp, unsubscribed from spamming mailing lists. Explained process of porting mobile phone numbers to second phone.",Other damage
Apple,unknown,unknown,Repairable,Screen repaired but a microphone and camera cable had been cut. Micro repaired.,Screen damage
Apple,unknown,unknown,Repairable,Screen change.,Screen damage
Samsung,unknown,unknown,Repairable,Charging port works.,Other damage
Samsung,2010,14,Repairable,new battery needed.,Battery issues
samsung,unknown,unknown,Repairable,object 32 RAS buy a protective screen.,Screen damage
Samsung,2020,4,Repairable,System requirements.,Other damage
Samsung,2020,4,Repairable,Complete cleaning of the USB C connector.,Battery issues
Samsung,unknown,unknown,Repairable,have to order a slab.,Display issues
Samsung,2022,2,Repairable,"have to order the slab,",Display issues
Samsung,2021,3,Repairable,android/settings problem.,Other damage
Samsung,unknown,unknown,Repairable,broken screen.,Display issues
Samsung,2019,5,Repairable,"Phone will not turn on. Tried various tests and charged battery, which is OK. After testing came to conclusion this may be a motherboard issue. Repairable but needs professional help.",Battery issues
Samsung,unknown,unknown,Repairable,Not able to open - camera not working.,Other damage
Apple,unknown,unknown,Repairable,Phone unusable due to security settings. Tech fixed.,Other damage
Apple,2021,3,Repairable,Broken screen.,Screen damage
Apple,2022,2,Repairable,Wasn't functioning properly.,Other damage
Samsung,2023,2,Repairable,Screen cracked. Spare screen required.,Display issues
Samsung,unknown,unknown,Repairable,Compacted fluff in USB-C port removed with needle . Connection tested and all OK.,Charge port issue
Apple,2021,3,Repairable,syncing iphone to ipad.,Other damage
samsung,2020,5,Repairable,"purchased second hand, request for return to factory configuration. reset to factory mode.",Other damage
Apple,2020,5,Repairable,part to order.,Other damage
Samsung,2021,4,Repairable,Broken screen.,Display issues
samsung,unknown,unknown,End of life,"Smashed and flickering screen, password locked unresponsive touch. Tried to access phone through disc did not work.",Screen damage
Samsung,unknown,unknown,Repairable,Don't charge anymore.,Battery issues
Apple,unknown,unknown,Repairable,Damaged lighting port.,Other damage
Apple,2023,2,Repairable,Broken screen.,Screen damage
Samsung,2020,5,End of life,Both screen and power socket broken. No repair or data removing possible.,Display issues
Samsung,2021,4,Repairable,"Broken screen, replacement of the latter. Battery stuck very tightly, very difficult to remove. Use heat gun + 99.9 alcohol.",Display issues
Samsung,2024,1,End of life,Damaged screen.,Display issues
Samsung,2020,5,Repairable,"Memory full, to empty.",Other damage
Samsung,2020,5,Repairable,Broken screen and exploded frame. battery stuck too tightly to the frame.,Display issues
Apple,2023,2,Repairable,Cleaned the connector and everything works again.,Other damage
Samsung,2024,1,End of life,Screen replacements are available but very expensive - client just wanted to receive data but not worth the expense to fix.,Other damage
Samsung,2018,7,Repairable,Just wanted advice Got news I didn't want to hear.,Other damage
Apple,unknown,unknown,Repairable,Charger cable keeps slipping.,Other damage
samsung,2021,4,Repairable,Part needed.,Charge port issue
Samsung,unknown,unknown,Repairable,Screen flashes.,Display issues
Samsung,2020,5,Repairable,Keeps rebooting. Advice given. This is a tricky issue to solve. Could be memory or chip issue due to age.,Other damage
Samsung,unknown,unknown,Repairable,Instructions for use.,Other damage
Samsung,unknown,unknown,Repairable,Antivirus and pop-up ads.,Other damage
Samsung,2022,3,Repairable,Have to order a new tile.,Other damage
Apple,2021,4,Repairable,Changing screen and it work again.,Screen damage
Samsung,unknown,unknown,Repairable,"Will not connect to wifi, data hotspots cannot repeat.",Other damage
Apple,2023,1.5,Repairable,"Battery issues, advice given.",Battery
Samsung,unknown,unknown,Repairable,Screen goes dark on calls. Screen protector badly fitted or incorrect. Needs new screen protector as proximity detector obstructed.,Display issues
Samsung,unknown,unknown,Repairable,screen and battery to replace.,Display issues
Apple,2021,4,Repairable,Battery replacement but damaged screen.,Screen damage
Apple,2022,3,Repairable,Broken screen.,Screen damage
Samsung,unknown,unknown,Repairable,"Had been sat on, won't hold charge. Possibly fixable at repair shop.",Battery issues
samsung,unknown,unknown,Repairable,regluing the hull.,Display issues
Apple,2023,2,Repairable,"Notifications not very loud. Changed notifications volume setting, cleaned speaker grills.",Other damage
Samsung,2022,3,Repairable,Clean up the cloud.,Other damage
Samsung,2015,10,Repairable,Micro phone not working on mobile.,Other damage
Apple,2020,5,Repairable,Tip of charger broken inside port. Removed using tweezers. Device works.,Other damage
Samsung,unknown,unknown,End of life,Tried a few tricks but display remains blank.,Display issues
Samsung,2020,5,End of life,Could not be repaired - donated.,Other damage
Samsung,2024,1,Repairable,SIM Card Stuck and broken inside. Compartment unlocked and broken SIM removed.,Other damage
Samsung,2020,5,Repairable,Help given to set up mobile phone.,Other damage
Samsung,2021,4,End of life,"Issue with the internal electronics, cable and connector are working correctly.",Other damage
samsung,2018,7,Repairable,"complete cleaning of the device, deletion of multiple applications (the owner is 82 years old and clicks ok on everything...",Rear Camera Issues
Samsung,2022,3,Repairable,"Cant hear unless on speaker. Not able to repair, advised to seek shop help.",Other damage
Samsung,unknown,unknown,Repairable,Doesn't charge.,Battery issues
Samsung,2018,7,Repairable,"New screen needed, visit mobile phone shop to repair.",Display issues
Apple,2024,1,Repairable,Showed customer how to use phone and customise and compress photos.,Other damage
Apple,2015,10,Repairable,Ringtone not sounding - mute switch above the volume keys was on.,Other damage
Apple,2020,5,End of life,"Water damage, unable to open due to proprietary screws.",Other damage
samsung,2019,6,Repairable,empty files.,Battery issues
Samsung,unknown,unknown,Repairable,Headphone jack broken.,Other damage
Apple,unknown,unknown,Repairable,Information given.,Other damage
Apple,unknown,unknown,Repairable,Advice given re Apple ID problem.,Other damage
Apple,2015,10,End of life,Connectors were broken. Repairer concluded that this was unrepairable.,Screen damage
Apple,2020,5,End of life,Connectors were broken and could not be repaired or replaced.,Screen damage
Samsung,unknown,unknown,Repairable,"Broken screen, changed.",Display issues
Samsung,2019,6.5,End of life,Swollen battery due to overcharging- Removed battery and advised on safe disposal- unable to repair safety issues - provided advice.,Battery issues
Apple,2021,4,Repairable,Question and adjustment of battery consumption. General adjustment + explanation.,Battery
Apple,2025,0.4,Repairable,I can't get email back. Tried reset. Bring laptop next time.,Other damage
Samsung,2021,4,Repairable,Broken charging port. Spare part provided by owner and installed successfully.,Display issues
Apple,2021,4,Repairable,Speaker not loud enough- expert help needed.,Other damage
Samsung,2023,2,Repairable,Gemini application to delete and it is not possible.,Other damage
samsung,2020,5,Repairable,SD card full and therefore needs to be replaced or cleaned.,Screen damage
Apple,unknown,unknown,Repairable,"Frayed cord. Added great shrink, reinforced wires. PAT pass.",Other damage
Apple,2021,4,Repairable,Charger not inserting fully. Cleaned out port.,Other damage
Samsung,2020,5,Repairable,Repairable but needs password and charger.,Other damage
Apple,unknown,unknown,Repairable,Viewed settings/battery/service and showed severely degraded and max capacity of 58%. Took back to shop and the issue was resolved (without changing battery) not clear how it was fixed.,Battery
Samsung,unknown,unknown,Repairable,stuck on update. Relaunch as ok.,Other damage
Samsung,2021,4,Repairable,sound adjustment button lost 3D creation and printing.,Other damage
Samsung,2021,2,Repairable,No repair needed - help and advice required to be able to operate.,Other damage
Apple,2022,2,Repairable,Remove photos off phone.,Other damage
Apple,unknown,unknown,Repairable,Can't access payment options due to face ID. Managed to find by chance password. Added new card details.,Other damage
Apple,unknown,unknown,End of life,iPhone,Other damage
Samsung,unknown,unknown,Repairable,phone no ringing,Battery issues
Apple,unknown,unknown,Repairable,iPhone screen fallen out,Screen damage
Samsung,unknown,unknown,End of life,phone not booting properly,Other damage
Samsung,unknown,unknown,Unknown,Samsung S4 Wifi switch not working,Other damage
Samsung,unknown,unknown,Repairable,"When I want to type a message the keyboard keeps changing from qwerty & I don't know how to change. skill transfer, very simple fix, glad to have done it.",Other damage
Samsung,unknown,unknown,Repairable,Sim Card Stuck in drawer. Sm Tray removed- Release mechanism now ok. Advice given.,Other damage
Samsung,unknown,unknown,Repairable,Advice on adjusting font size.,Other damage
samsung,unknown,unknown,Repairable,camera cracked.,Rear camera damage
Samsung,unknown,unknown,Unknown,Temperature sensor.,Other damage
Samsung,unknown,unknown,Repairable,not needed.,Battery issues
Samsung,unknown,unknown,Unknown,cant hear phone ring.,Battery issues
Samsung,unknown,unknown,Repairable,Comes on but not charging.,Battery issues
Apple,unknown,unknown,Unknown,Apple. Won't charge.,Battery
Samsung,unknown,unknown,Repairable,My son dropped my phone on the floor and since then it stopped working. Only works when plugged in.,Other damage
Samsung,unknown,unknown,Repairable,Samsung old model-needs cable and deleting old data.,Other damage
Apple,unknown,unknown,Repairable,Charging port. Charge port cleaned.,Other damage
samsung,unknown,unknown,Repairable,data needs to be transferred from old phone to new phone.,Rear Camera Issues
Samsung,unknown,unknown,Repairable,Need Information to be retrieved from brocken phone.,Other damage
Apple,unknown,unknown,Repairable,Not powering up !,Other damage
Samsung,unknown,unknown,Repairable,Not working properly.,Other damage
Samsung,unknown,unknown,Unknown,Don't know.,Other damage
Samsung,unknown,unknown,Repairable,Charger port Broken unable to charge or turn on ! Some Data Retrieved !,Other damage
